;"6"
"56647"",""creative"":""";"7"
"56659bfed";"1"
"5666223a1add9d293f000018"",""sub_publisher2"":""jewel star windows 10"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"2"
"56685";"3"
"56685"",""creative"":""";"3"
"566f71063fc0263d5a00000e"",""sub_publisher2"":""real racing 3- ios"",""creative_name"":""client_15s_dungeon hunter ";"1"
"566f71063fc0263d5a00000e"",""sub_publisher2"":""real racing 3- ios"",""creative_name"":""client_30s_asphalt8_en_160527_ios_lands";"1"
"5672733ddad2b58449000017"",""sub_publisher2"":""star pop - stars in my palms"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"56769";"1"
"56804";"1"
"56838";"1"
"56873";"86"
"568bada23";"1"
"568bada231b4612e63000017"",""sub_publisher2"":""talking tom bubble shooter - windows"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"1"
"569cf3b29";"1"
"569cf3b29ae6b1203d000008"",""sub_publisher2"":""windows 8: magic jigsaw puzzles"",""creative_name"":""client_15s_sniper fury_en_160304_win_land";"1"
"569cf3b29ae6b1203d000008"",""sub_publisher2"":""windows 8: magic jigsaw puzzles"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"2"
"569cf3b29ae6b1203d000008"",""sub_publisher2"":""windows 8: magic jigsaw puzzles"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"1"
"56a2467db";"2"
"56a2467dbfc176ec7b000019"",""sub_publisher2"":""king of thieves"",""creative_name"":""client_15s_asphalt 8_fr_160119_win_land";"1"
"56a2467dbfc176ec7b000019"",""sub_publisher2"":""king of thieves"",""creative_name"":""client_15s_moe_en_1601";"1"
"56a2467dbfc176ec7b000019"",""sub_publisher2"":""king of thieves"",""creative_name"":""client_15s_sniper fury_en_160304_win_land";"1"
"56a2467dbfc176ec7b000019"",""sub_publisher2"":""king of thieves"",""creative_name"":""client_15s_world at arms_fr_160119_win_land";"1"
"56a2467dbfc176ec7b000019"",""sub_publisher2"":""king of thieves"",""creative_name"":""client_30s_dml_en_";"1"
"56a2467dbfc176ec7b000019"",""sub_publisher2"":""king of thieves"",""creative_name"":""client_30s_dml_en_1601";"1"
"56a5c7027";"1"
"56a646fccb4c18454e000018"",""sub_publisher2"":""roof jump car parking"",""creative_name"":""client_30s_moe_en_1601";"1"
"56a646fccb4c18454e000018"",""sub_publisher2"":""roof jump car parking"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"1"
"56a686ba19c0c94c09000010"",""sub_publisher2"":""wallpaper studio 10"",""creative_name"":""vungle_15s_modern combat 5_en_160303_win_land";"1"
"56ab223d9255820e0c000047"",""sub_publisher2"":""tom's jetski windows"",""creative_name"":""client_15s_dml_it_160119_win_land";"1"
"56ab223d9255820e0c000047"",""sub_publisher2"":""tom's jetski windows"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"1"
"56ad700a6";"1"
"56b0a4581";"1"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""client_15s_asphalt 8_ru_160119_win_land";"1"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""client_15s_dml_fr_16";"1"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""client_15s_dml_it_160119_win_land";"1"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""client_25s_march of empires_en_160328_win_landscape_reg_c";"1"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""client_30s_asphalt_8_eng_151118";"1"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""client_30s_dml_en_1601";"2"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"2"
"56b0a4581d89ff1e6400000f"",""sub_publisher2"":""my talking angela windows"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"6"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""client_15s_world at arms_de_160119_win_land";"1"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""client_30s_asphalt_8_eng_151118";"1"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""client_30s_dml_de_160119_win_land";"1"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""client_30s_dml_en_";"1"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""client_30s_moe_en_1601";"1"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"2"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""vungle_15s_modern combat 5_en_160303_win_land";"1"
"56b0a5ba43ecd9f862000014"",""sub_publisher2"":""my talking tom windows"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"2"
"56c1384b28e99fb832000013"",""sub_publisher2"":""huntcook ios"",""creative_name"":""client_30s_disneymagickingdo";"2"
"56c440d7f9ec2fe858000044"",""sub_publisher2"":""township windows"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"4"
"56c464c928f3a9bc0e000016"",""sub_publisher2"":""g49 cupcake baker - windows"",""creative_name"":""client_30s_dml_en_1601";"1"
"56cc34230";"2"
"56cc34230641f51a0600000b"",""sub_publisher2"":""sonic dash - windows"",""creative_name"":""client_15s_modern combat 5_fr_160304_win_land";"1"
"56cc34230641f51a0600000b"",""sub_publisher2"":""sonic dash - windows"",""creative_name"":""client_15s_sniper fury_en_160304_win_land";"1"
"56cc34230641f51a0600000b"",""sub_publisher2"":""sonic dash - windows"",""creative_name"":""client_30s_asphalt_8_eng_151118";"3"
"56cc34230641f51a0600000b"",""sub_publisher2"":""sonic dash - windows"",""creative_name"":""client_30s_dml_en_";"1"
"56cc34230641f51a0600000b"",""sub_publisher2"":""sonic dash - windows"",""creative_name"":""client_30s_dml_en_1601";"2"
"56cc34230641f51a0600000b"",""sub_publisher2"":""sonic dash - windows"",""creative_name"":""client_30s_moe_en_1601";"1"
"56cc34230641f51a0600000b"",""sub_publisher2"":""sonic dash - windows"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"2"
"56cc90cda6017fa622000020"",""sub_publisher2"":""age of cavemen"",""creative_name"":""client_30s_march of empires_en_151118";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_15s_dml_en_1601";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_15s_moe_en_1601";"2"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_15s_world at arms_de_160119_win_land";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_15s_world at arms_fr_160119_win_land";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_21s_asphalt_8_eng_";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_30s_dml_de_160119";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_30s_moe_en_1601";"2"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""client_30s_world_at_arms_eng_";"1"
"56cdcf7a5b32e2bd5700000e"",""sub_publisher2"":""royal revolt 2 windows"",""creative_name"":""vungle_15s_modern combat 5_en_160303_win_land";"1"
"56d04d9dbc1a2d860300004e"",""sub_publisher2"":""realchess win"",""creative_name"":""client_30s_moe_en_1601";"1"
"56d480052";"1"
"56d4800520e81b541f00000b"",""sub_publisher2"":""cut the rope 2"",""creative_name"":""client_30s_asphalt 8_de_160119_win_land";"1"
"56d4800520e81b541f00000b"",""sub_publisher2"":""cut the rope 2"",""creative_name"":""client_30s_asphalt_8_eng_151118";"1"
"56d4800520e81b541f00000b"",""sub_publisher2"":""cut the rope 2"",""creative_name"":""client_30s_dml_en_";"1"
"56d5e7721";"1"
"56d91008f";"1"
"56d91008fe06cd6a2200000a"",""sub_publisher2"":""hearts deluxe"",""creative_name"":""client_15s_sniper fury_en_160304_win_land";"2"
"56e16a71e0feca571200001b"",""sub_publisher2"":""talking tom gold run windows"",""creative_name"":""client_15s_asphalt 8_fr_160119_win_land";"1"
"56e16a71e0feca571200001b"",""sub_publisher2"":""talking tom gold run windows"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"1"
"56e907f08ccf74bd22000024"",""sub_publisher2"":""snail"",""creative_name"":""client_30s_dungoenhunter5_cn_15092";"3"
"56fd29bfe919f3e231000024"",""sub_publisher2"":""talking tom cat windows"",""creative_name"":""client_30s_dml_en_1601";"1"
"56fd29bfe919f3e231000024"",""sub_publisher2"":""talking tom cat windows"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"1"
"57024bb87";"1"
"57038c8df70229cf2900000b"",""sub_publisher2"":""stickman fighting deluxe"",""creative_name"":""client_30s_dml_ru_160119_win_land";"1"
"5704745024ebe70620000008"",""sub_publisher2"":""carrot defense - ice world adventure"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"5706011ee90075954e000021"",""sub_publisher2"":""ragdoll stickman fight game"",""creative_name"":""client_15s_march of empires_fr_1";"1"
"5706011ee90075954e000021"",""sub_publisher2"":""ragdoll stickman fight game"",""creative_name"":""client_30s_dml_de_160119";"1"
"57104";"32"
"57104"",""creative"":""";"7"
"57122";"80"
"57180";"2"
"57180"",""creative"":""";"2"
"571de51b3fcc597c3900002e"",""sub_publisher2"":""talking tom gold run android"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"57288428dfafa5325b00004f"",""sub_publisher2"":""demolition derby crash racing"",""creative_name"":""client_30s_march of empires_en_151118";"1"
"57288428dfafa5325b00004f"",""sub_publisher2"":""demolition derby crash racing"",""creative_name"":""vungle_30s_disneymagickingdoms_en_160412_win_landscape_reg_onv01-n16";"1"
"5729a5f2b565467926000020"",""sub_publisher2"":""hill climb racing (windows \/ xbox)"",""creative_name"":""client_30s_world_at_arms_eng_";"1"
"572c4f49526ba12d3000002d"",""sub_publisher2"":""cat simulator new - continuum edition"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"1"
"57354ad3bcd197075600001b"",""sub_publisher2"":""the chess lv.100"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"1"
"57354ad3bcd197075600001b"",""sub_publisher2"":""the chess lv.100"",""creative_name"":""client_30s_world_at_arms_eng_";"1"
"573d50ba3e7558bf03000058"",""sub_publisher2"":""\u6f2b\u5496-\u4efb\u52a1"",""creative_name"":""client_15s_disneymagickingdom_cn";"1"
"57459";"1"
"574eb4635d4752e23d0000a5"",""sub_publisher2"":""\u8c93\u54aa\u5927\u6230\u722d(ios)"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_ios_l";"1"
"57524"",""creative"":""";"1"
"57543";"1"
"57556e9670ba80d42b0000b7"",""sub_publisher2"":""sniper win 10"",""creative_name"":""client_15s_sniper fury_en_160304_win_land";"1"
"57556e9670ba80d42b0000b7"",""sub_publisher2"":""sniper win 10"",""creative_name"":""client_30s_theblacklist_en_160628_win_lan";"1"
"57556e9670ba80d42b0000b7"",""sub_publisher2"":""sniper win 10"",""creative_name"":""vungle_15s_modern combat 5_en_160303_win_land";"1"
"575827ea989fd25d79000076"",""sub_publisher2"":""full house casino- lucky slots"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"57604";"1"
"57688";"1"
"576b70314c2024a02eadf175aeee90dd65d105c4"",""creative_name"":""n16_083_dmk_ua01_30s_onv01_en_pr_comp.mp4";"1"
"576b70314c2024a02eadf175aeee90dd65d105c4"",""creative_name"":""vidmkt_144_dml_euro_2016_loc_de_onv01_without_badges_hq ios";"1"
"57714"",""creative"":""";"1"
"577276118f5548e05400016a"",""sub_publisher2"":""sbk16"",""creative_name"":""vungle_15s_modern combat 5_en_160303_win_land";"1"
"57746";"2"
"57761";"1"
"57806"",""creative"":""";"1"
"57820";"22"
"57820"",""creative"":""";"12"
"5784ebcb84b25f293500008f"",""sub_publisher2"":""pet island windows"",""creative_name"":""client_30s_moe_en_1601";"1"
"5784ebf160438fcc4f000073"",""sub_publisher2"":""pony island windows"",""creative_name"":""client_30s_dml_en_1601";"1"
"57854";"4"
"57854"",""creative"":""";"1"
"57937";"25"
"57937"",""creative"":""";"5"
"57987";"2"
"57999";"36"
"57999"",""creative"":""";"8"
"58029";"26"
"58029"",""creative"":""";"1"
"58082";"1"
"58103";"1"
"58253"",""creative"":""";"1"
"58287";"1"
"58320";"2"
"58320"",""creative"":""";"2"
"58408";"1"
"58411";"1"
"58435"",""creative"":""";"1"
"58751";"1"
"58805";"3"
"58805"",""creative"":""";"1"
"59072";"1"
"59072"",""creative"":""";"2"
"59289"",""creative"":""";"1"
"59308";"1"
"59319";"11"
"59319"",""creative"":""";"2"
"59385";"2"
"59542"",""creative"":""";"1"
"59606"",""creative"":""";"1"
"5967a0e9241c8ff3ae30c43e79cca3889aacfb1c"",""creative_name"":""115-153_dragon_mania_legends_update_acquisition_30sec_onv02_de_ios";"1"
"59720";"1"
"5a201ee6cf45fae62097c13e2110badbcc517551";"1"
"5a201ee6cf45fae62097c13e2110badbcc517551"",""creative_name"":""n16_059_dmk_xpromo_loc_15s_onv01_en_pr_compressed.mov";"1"
"5a8a723498f3aa583ae5ff77d1b064f3fca19ad3"",""creative_name"":""n16_059_dmk_xpromo_loc_30s_onv01_en_pr_compressed.mov";"1"
"5da9ad66f49f8714e38a83b765ffaf4c036aa54d";"1"
"60077"",""creative"":""";"1"
"60186";"3"
"60186"",""creative"":""";"1"
"60301";"2"
"60318";"56"
"60318"",""creative"":""";"30"
"60475";"6"
"60475"",""creative"":""";"4"
"60498";"2"
"60498"",""creative"":""";"1"
"60617";"1"
"60780";"10"
"60780"",""creative"":""";"5"
"61088";"1"
"61088"",""creative"":""";"1"
"61142";"1"
"61143";"12"
"61143"",""creative"":""";"8"
"61317";"1"
"61317"",""creative"":""";"1"
"61378";"12"
"61396"",""creative"":""";"2"
"61404";"1"
"61473";"116"
"61791";"2"
"61793";"2"
"61816";"6"
"61816"",""creative"":""";"1"
"61891";"1"
"61948";"2"
"61948"",""creative"":""";"3"
"62056";"1"
"62064";"2"
"62102";"1"
"62125";"3"
"62125"",""creative"":""";"1"
"62186";"1"
"62213"",""creative"":""";"1"
"62262";"2"
"62289"",""creative"":""";"1"
"62303"",""creative"":""";"3"
"62365";"2"
"62378";"30"
"62378"",""creative"":""";"4"
"62680";"1"
"62814";"1"
"62874"",""creative"":""";"1"
"63019";"9"
"63019"",""creative"":""";"2"
"63140"",""creative"":""";"1"
"63248";"17"
"63248"",""creative"":""";"3"
"63255";"14"
"63255"",""creative"":""";"7"
"63317";"1"
"63367";"125"
"63379";"5"
"63417";"41"
"63417"",""creative"":""";"8"
"63493";"1"
"63563";"1"
"63689";"1"
"63729";"1"
"63742";"4"
"63742"",""creative"":""";"1"
"63885";"2"
"63935";"140"
"63935"",""creative"":""";"82"
"64004";"4"
"64082";"6"
"64082"",""creative"":""";"4"
"64137";"142"
"64137"",""creative"":""";"22"
"64261";"5"
"64310";"2"
"64385";"2"
"64385"",""creative"":""";"1"
"64405";"1"
"64645";"2"
"64934";"1"
"65242";"1"
"65355";"38"
"65355"",""creative"":""";"1"
"65356";"36"
"65470";"1"
"65480";"1"
"65501";"2"
"65501"",""creative"":""";"1"
"65562"",""creative"":""";"1"
"65840";"2"
"65844";"1"
"65952"",""creative"":""";"1"
"66137";"24"
"66137"",""creative"":""";"5"
"66164";"3"
"66164"",""creative"":""";"1"
"66209";"1"
"66213";"1"
"66226";"4"
"66357"",""creative"":""";"1"
"66378"",""creative"":""";"1"
"66438";"2"
"66438"",""creative"":""";"2"
"66440";"1"
"66515";"1"
"66520";"1"
"66674";"14"
"66674"",""creative"":""";"1"
"66811";"10"
"66811"",""creative"":""";"1"
"67045"",""creative"":""";"1"
"67054";"1"
"6733ce4e02b7ffbf0f51088e48d11406de6d7ec0"",""creative_name"":""disney magic kingdoms android_ua01_30s_onv01_en_pr";"1"
"67922";"66"
"67922"",""creative"":""";"16"
"67962";"2"
"68135";"1"
"68546";"45"
"68546"",""creative"":""";"26"
"685d66ab56c8c1b5193ff51b48bc50eb08483a0d";"1"
"685d66ab56c8c1b5193ff51b48bc50eb08483a0d"",""creative"":"""",""creative_name"":""";"2"
"685d66ab56c8c1b5193ff51b48bc50eb08483a0d"",""creative_name"":""115-153_dragon_mania_legends_update_acquisition_30sec_onv02_de_ios";"1"
"685d66ab56c8c1b5193ff51b48bc50eb08483a0d"",""creative_name"":""dragon mania legends ios vidmkt_070_dml_30s_onv01_en_1920x1080";"1"
"68610";"1"
"68673"",""creative"":""";"1"
"68697";"7"
"68697"",""creative"":""";"3"
"68718";"7"
"68718"",""creative"":""";"1"
"68906"",""creative"":""";"1"
"69110";"1"
"69149";"898"
"69149"",""creative"":""";"2"
"69347";"2"
"69347"",""creative"":""";"1"
"69546";"2"
"69567";"7"
"69567"",""creative"":""";"7"
"69633";"3"
"69872";"14"
"69872"",""creative"":""";"4"
"69954";"44"
"69954"",""creative"":""";"2"
"69984";"1"
"6c9f9cf5b6ad9a289cbf2dc7874a536dd7fc6b7c"",""creative_name"":""dungeon_hunter_5_n15_019_dh5_upd5_cgi_tr_ksa_uae_onv02_cta_adcolony_ios";"1"
"6d2121dce32bb9321358c11ff572bd970908a028"",""creative_name"":""disney magic kingdoms android_xpromo_loc_30s_onv01_en_pr";"1"
"70063";"3"
"70147"",""creative"":""";"1"
"70154";"1"
"70203";"39"
"70203"",""creative"":""";"12"
"70537";"1"
"70821"",""creative"":""";"1"
"70913";"3"
"70923";"6"
"70923"",""creative"":""";"2"
"70961";"2"
"70a95e567b49b1341aec37d76ec791cf1466a0a4"",""creative_name"":""disney magic kingdoms android_xpromo_loc_30s_onv01_en_pr";"1"
"71069";"1"
"71152";"1"
"71166";"1"
"71430";"400"
"71445";"2"
"71445"",""creative"":""";"1"
"71453";"1"
"71460"",""creative"":""";"1"
"71461";"1"
"71503";"2"
"71503"",""creative"":""";"3"
"71656";"67"
"71656"",""creative"":""";"51"
"71749";"1"
"71810";"1"
"71810"",""creative"":""";"1"
"71865";"3"
"71865"",""creative"":""";"1"
"71929";"80"
"72062";"10"
"72062"",""creative"":""";"9"
"72136";"15"
"72136"",""creative"":""";"3"
"72177";"4"
"72177"",""creative"":""";"1"
"72254";"3"
"72345";"2"
"72401f6d3b1f730b12c7f948b2225449e3c78f1a";"1"
"72456";"718"
"72456"",""creative"":""";"1"
"72467";"2"
"72467"",""creative"":""";"1"
"7264f276e9-1373682198"",""creative"":""7ef9b56a04";"1"
"7264f276e9-1373686997"",""creative"":""7ef9b56a04";"1"
"72658";"1"
"72732";"4"
"72732"",""creative"":""";"2"
"72814";"41"
"72814"",""creative"":""";"5"
"72825";"9"
"72919";"4"
"73018";"1"
"73029";"24"
"73029"",""creative"":""";"21"
"73070";"1"
"73419";"1"
"73473";"3"
"73473"",""creative"":""";"2"
"73502";"14"
"73524";"5"
"73552";"1"
"736740d52eafbe59ee76a90615f68579d7475881";"1"
"73753"",""creative"":""";"1"
"73968";"3"
"74076";"1"
"74218";"64"
"74218"",""creative"":""";"11"
"74222";"2"
"74274"",""creative"":""";"1"
"74539";"3"
"74539"",""creative"":""";"2"
"74629";"5"
"74629"",""creative"":""";"1"
"74671"",""creative"":""";"1"
"74688";"1"
"74688"",""creative"":""";"1"
"74692";"3"
"74692"",""creative"":""";"1"
"74695";"1"
"74699";"1"
"74701";"1"
"74704";"1"
"74708"",""creative"":""";"1"
"74713"",""creative"":""";"1"
"74729";"1"
"74729"",""creative"":""";"1"
"74736";"1"
"74995";"1"
"75102";"2"
"75139";"55"
"75139"",""creative"":""";"47"
"75312c791b9a4257e20c0ba88510d9d0ceab470e"",""creative_name"":""dragon_mania_legends_30sec_ua_en_30fps_onv01";"1"
"75361"",""creative"":""";"1"
"75417";"1"
"75451";"1"
"75724";"1"
"75764";"11"
"75764"",""creative"":""";"2"
"75917";"2"
"75917"",""creative"":""";"2"
"75981";"1"
"76011";"2"
"76057";"3"
"76223";"9"
"76223"",""creative"":""";"3"
"76251"",""creative"":""";"1"
"76336";"2"
"76336"",""creative"":""";"1"
"76371";"1"
"76491";"3"
"76491"",""creative"":""";"1"
"76657";"1"
"767c1c76d1f838a8a0c88092f2773f3b6afabf07"",""creative_name"":""disney magic kingdoms android_xpromo_loc_30s_onv01_en_pr";"5"
"76871";"1"
"76972";"2"
"76c4867dd75239887c0f47b44b5981cd";"2"
"77098";"10"
"77098"",""creative"":""";"1"
"77099";"1"
"77113";"3"
"77113"",""creative"":""";"1"
"77144";"1"
"77172";"1"
"77188";"1"
"77206";"14"
"77206"",""creative"":""";"6"
"77226"",""creative"":""";"1"
"77228"",""creative"":""";"1"
"77296";"1"
"77434";"1"
"77440";"1"
"77440"",""creative"":""";"1"
"77451";"6"
"77451"",""creative"":""";"1"
"77460";"1"
"77465"",""creative"":""";"1"
"77826";"1"
"77841";"1"
"77843";"66"
"77843"",""creative"":""";"9"
"77887";"1"
"77950";"2"
"78092";"2"
"78097";"1"
"78178"",""creative"":""";"2"
"78213";"114"
"78213"",""creative"":""";"32"
"78313";"5"
"78313"",""creative"":""";"1"
"78354";"1"
"78459";"1"
"78595";"11"
"78595"",""creative"":""";"1"
"78602";"1"
"78657";"3"
"78657"",""creative"":""";"1"
"78789";"1"
"78804";"1"
"78816";"1"
"78962";"2"
"78965";"1"
"79071";"2"
"79188";"1"
"79362";"5"
"79362"",""creative"":""";"3"
"79448";"6"
"79448"",""creative"":""";"8"
"79450";"9"
"79450"",""creative"":""";"2"
"79478";"5"
"79478"",""creative"":""";"2"
"79486";"1"
"79541";"1"
"79558";"8"
"79558"",""creative"":""";"2"
"79657";"1"
"79663";"4"
"79663"",""creative"":""";"2"
"79689";"1"
"79689"",""creative"":""";"2"
"79693";"1"
"79778";"1"
"79819";"2"
"79822";"1"
"79950";"1"
"7beabefe3e2cb40e986e174ec63804c5ebe08ab9";"1"
"7dcb439f7f26f7526eb6a195d396caae7849ed06";"1"
"80031";"1"
"80063"",""creative"":""";"1"
"80076";"3"
"80076"",""creative"":""";"1"
"80078";"1"
"80087";"1"
"80143"",""creative"":""";"2"
"801c1559ab95ffb76c47e1bcbded01463b6f5d73"",""creative_name"":""14_446_dragon_mania_cross_promo_30s_onv04_ar_no_badges.mp4";"1"
"80607";"2"
"80607"",""creative"":""";"2"
"80660";"9"
"80660"",""creative"":""";"3"
"80691";"1"
"80762";"7"
"80851";"2"
"80851"",""creative"":""";"1"
"80866";"1"
"80866"",""creative"":""";"2"
"81023";"1"
"81201";"1"
"81255"",""creative"":""";"1"
"8126160d4e35aedba4f5630877821e8d53857392"",""creative_name"":""disney magic kingdoms android kr_30s";"1"
"81265";"9"
"81265"",""creative"":""";"2"
"81321";"1"
"81348";"1"
"81348"",""creative"":""";"2"
"81374";"2"
"81374"",""creative"":""";"1"
"81424";"2409"
"81424"",""creative"":""";"11"
"81425";"1"
"81435"",""creative"":""";"1"
"81596";"3"
"81596"",""creative"":""";"3"
"81656";"12"
"81688";"4"
"81729";"1"
"81834";"2"
"81834"",""creative"":""";"1"
"81919";"1"
"81982";"40"
"81982"",""creative"":""";"5"
"82066";"1"
"82099";"2"
"82132";"2"
"82132"",""creative"":""";"1"
"82146";"1"
"82201";"6"
"822549a8d409ade60ea97a958002803af322bc4f";"1"
"82290";"2"
"82326";"1"
"82341"",""creative"":""";"1"
"82398";"2"
"823dceafeeb4a2190fb6be80a2cae22b28fce762";"1"
"823dceafeeb4a2190fb6be80a2cae22b28fce762"",""creative_name"":""n16_083_dmk_ua01_30s_onv01_en_pr_comp.mp4";"1"
"82414";"1"
"82414"",""creative"":""";"1"
"82531";"1"
"82531"",""creative"":""";"1"
"82678";"9"
"82678"",""creative"":""";"2"
"82765";"4"
"82765"",""creative"":""";"2"
"82807";"1"
"82849";"3"
"82861";"1"
"82976";"1"
"82998";"1"
"83025";"3"
"83025"",""creative"":""";"1"
"83043";"1"
"83043"",""creative"":""";"1"
"83048";"1"
"83085";"2"
"83125";"2"
"83137";"4"
"83137"",""creative"":""";"2"
"83350";"1"
"83397";"2"
"83399";"1"
"83410";"2"
"83410"",""creative"":""";"3"
"83482";"5"
"83482"",""creative"":""";"1"
"83550";"6"
"83550"",""creative"":""";"4"
"83569";"2"
"83571"",""creative"":""";"1"
"83572";"2"
"83619";"179"
"83619"",""creative"":""";"1"
"83664";"1"
"83745";"1"
"83779";"30"
"83779"",""creative"":""";"5"
"83780";"1"
"83806";"2"
"83806"",""creative"":""";"2"
"83856"",""creative"":""";"1"
"83891"",""creative"":""";"1"
"83896";"1"
"83968";"4"
"83985";"4"
"83985"",""creative"":""";"2"
"84005";"6"
"84005"",""creative"":""";"5"
"84027";"1"
"84097";"3"
"84097"",""creative"":""";"1"
"84147";"3"
"84147"",""creative"":""";"1"
"84184";"11"
"84184"",""creative"":""";"11"
"84261";"90"
"84261"",""creative"":""";"1"
"84270";"2"
"84270"",""creative"":""";"2"
"84311";"1"
"84317";"11"
"84317"",""creative"":""";"6"
"84336";"86"
"84472";"4"
"84472"",""creative"":""";"1"
"84477";"2"
"84577";"4"
"84611";"4"
"84611"",""creative"":""";"1"
"84632";"11"
"84706";"1"
"84722";"1"
"84814"",""creative"":""";"1"
"84867";"1"
"84909";"39"
"84909"",""creative"":""";"43"
"84922";"2"
"84922"",""creative"":""";"2"
"84afb7f1bea2b2d515b3abbbb6afc9a6e268b3d75fe0a9c9a6cf5694ca7edddbf1afb87a060b7152184605babf5f32ecf72d8817ac3cb3e51206b5541a6054c0db05e607422371a85cf4054051ef879ce56c815a038c5127e76aa62020dc8eab";"1"
"85037";"1"
"85089";"1"
"85089"",""creative"":""";"1"
"85091";"219"
"85091"",""creative"":""";"11"
"85101";"13"
"85101"",""creative"":""";"12"
"85343";"1"
"85442";"7"
"85442"",""creative"":""";"3"
"85465";"1"
"85476";"1"
"85476"",""creative"":""";"1"
"85610";"2"
"85631";"1"
"85645";"3"
"85646";"4"
"85646"",""creative"":""";"4"
"85777";"1"
"85787"",""creative"":""";"3"
"85838"",""creative"":""";"1"
"85945";"1"
"85970";"1"
"86030";"1"
"86031";"1"
"86034";"1"
"86034"",""creative"":""";"2"
"86042";"2"
"86139";"2"
"86173";"2"
"86192"",""creative"":""";"1"
"86203";"1"
"86210";"65"
"86210"",""creative"":""";"7"
"86234";"3"
"86348";"1"
"86356";"1"
"86356"",""creative"":""";"2"
"86428"",""creative"":""";"3"
"86474";"25"
"86474"",""creative"":""";"33"
"86662";"1"
"86668"",""creative"":""";"1"
"87107";"3"
"87143"",""creative"":""";"1"
"87275";"9"
"87275"",""creative"":""";"2"
"87284";"1"
"87549";"1"
"87562";"1"
"87571";"2"
